Content,Rate
"Ce restaurant est situé dans un endroit très touristique et il y a plein d'autres restaurants. Nous nous sommes promenés au hasard des rues pour un moment si vous cherchez un endroit où il y avait des chaises en plein air et un menu varié....Implanté sur celui-ci et nous n'avons pas été déçus. Il est situé dans la partie supérieure de prix pour cet hôtel particulier a (certaines sont assez bon marché, mais ce n'était pas trop cher pour un repas décontracté. On peut certainement passer sur certains de leurs les fruits de mer et on nous a proposé plus fin champagnes, si ça vous intéresse. Nous avons pris le menu et la fondue. J'ai été spécialement pour des escargots, un style classique français viande et crème caramel. Je n'ai pas été déçu. La nourriture était traditionnel français décontracté. Il n'a rien de bien luxueux ni exceptionnel, mais c'était bien quand même. C'était tout ce que nous recherchions. Le service était typiquement parisienne, notre serveur était un bon sens de l'humour et il nous a aidés en anglais quand nous n'arrivions n'a pas tout à fait couper. Un très agréable espace à l'extérieur près de la cathédrale. Dans l'ensemble, ce fut une bonne expérience. Je recommande cet endroit si vous êtes à la recherche d'un hôtel abordable française classique.",4
"Un bon prix. On y mange très bien. Le personnel est super. Son emplacement est parfait.  Si vous voulez un endroit où prendre un verre, un repas, un dessert ou tout ce qui est mentionné ci-dessus, c'est l'hôtel qu'il vous faut !",5
"Nous avons commandé des huîtres et des escargots. Les huîtres étaient trop salés, escargots étaient corrects, à part les couverts était sale. J'ai passé une première impression qu'il n'ait pas été lavés après les clients précédents. J'ai demandé au serveur m'en donner une autre couverts...par deux fois. Il y a eu un vol sur le crabe à la fenêtre.",2
"Il y a plein de restaurants dans le quartier, si les prix pour sa part est très compétitif. Le dîner coûte environ 20 euros. Je les commandes de boeuf bourguignon; et une bouteille d'eau minérale. Le boeuf bourguignon; était de très bonne qualité, aucun reproche...à leur faire vraiment. Pour ce qui est du service était dans la moyenne, vous ne pouvez pas choisir où vous asseoir, mais c'est très fréquent à Paris.",3
"Le pire séjour que nous ayons eu durant notre voyage. Mauvaise cuisine, mauvais service, pourboires et compris dans le prix. Il vaut mieux en choisir un autre.",1
"Il y a tellement d'autres restaurants dans ce coin-là aussi qu'en tant que touriste, l'un d'eux est l'embarras du choix. Nous avions besoin d'un endroit pour nous reposer nos jambes pour dîner et nous avons bien aimé le ""trottoir » de ce restaurant. Le service...était efficace et sympa et la nourriture était assez médiocre. Malgré cela, le restaurant offre une atmosphère agréable et on a vraiment apprécié notre séjour.",3
Un endroit très agréable pour s'asseoir et prendre un verre ou un café et vous reposer vos pieds. Juste en face de la rue michel fontaine. .,4
Nous avons apprécié un déjeuner dominical dans cet hôtel. Le service était sympathique et efficace. Je n'ai pas senti pressé mais j'ai réussi à manger assez rapidement pour les standards parisiens. La nourriture en elle-même était de bonne qualité. J'ai essayé de le réparer leur...prix fixes et c'était très copieux. Super endroit pour peoplewatching aussi sur le côté rue.,4
"Les serveurs étaient très gentils et la cuisine correcte. Nous y sommes allés pour 15 euros. Le saumon était bon et nous avons aimé la crème brûlée. On y mange très bien pour le déjeuner. Nous sommes allés deux fois. C'est un hôtel que je...recommande cet endroit. J'ai fait quelques photos. Tout cela était correct, mais bon.",4
"Le service était bon mais la nourriture était un peu en dessous de la moyenne. Nous avons poulet au mais c'était surtout les os et la Frankfurter qui était ok. Les frites étaient de bonne qualité, comme une salade.",2
Bon endroit pour manger rapidement un bon repas ! C'est tout près de la sortie Est de la station de métro et le service est très rapide ! Le personnel est très poli et vous rendre très confortables ! Les pâtes sont très bien et...le prix est raisonnable pour la nourriture !,5
"J'aime tout dans cet hôtel. La nourriture est vraiment bonne. Le service est fantastique. J'ai été dans cet hôtel reste plus de 10 fois et pourtant je n'y chaque fois que je vais à Paris. Je recommande vivement les moules, steaks et crevettes grillées. Grand...merci à M. Habib",5
"C'était le premier hôtel où j'ai pris à Paris. Ne pas parler français peut être un peu intimidant quand il s'agit pour le dîner. Nous avons passé le plus incroyable serveuse quand on s'est arrêtés dans cet hôtel ! Je lui ai mis 4. Ce...restaurant très favorable parce que notre serveuse. La nourriture était ordinaire, il n'a rien d'extraordinaire mais assez simple pour obtenir nos orteils dans le monde de la cuisine française. Nous avons mangé plus tôt que prévu, étant américains que nous avons l'habitude de manger tard (donc ce n'était pas bondé, nous étions affamés avec aller se promener à travers toute la journée ! Nous sommes passés ici et ils nous en ont donné une table à la fenêtre. Notre serveuse était très gentil et très serviable. Elle m'a même pris le temps de nous aider comme il faut énoncer les plats que nous avions commandé en français ! Nous n'aurions pas pu espérer mieux ! Nous étions très inquiets sur commande et ne pas avoir le meilleur service, mais le Saint Séverin a fait en sorte que nous nous sentions tout comme chez nous ! Si c'est ça que vous recherchez, ce n'est pas l'hôtel qu'il vous faut. Si vous êtes à la recherche d'un endroit sympa pour commencer tranquillement la salle à manger. . C'est l'hôtel qu'il vous faut!",5
"Nous y sommes allés avec ma femme pour le déjeuner le dimanche. Le restaurant était très loin de sa capacité mais il a mis trop longtemps à commander et être servi. Nous y sommes allés pour le 10. 90 € Le menu, qui a été...totalement trompeuses : les portions très petites. Le plat principal était servie dans un plat dessert ! -,Les boissons trop élevés (4). 80 € ou 16. 90 € La nuit, je ne me souviens pas, pour une canette coca ? ? ). La qualité de la cuisine était loin de ce que nous avions imaginé, et, dans mon cas, le bœuf bourgugnon était presque froid, la chaleur de l'horrible (sauce) était mangeable. Les desserts sont bon marché comme nourriture supermarché. Dans l'ensemble: le pire repas que nous ayons eu dans Paris. Restaurant trop cher pour ce qu'il est clairement par son emplacement, il y a une belle hauteur par rapport au salon, si vous avez envie d'une boisson. . . Mauvaise qualité de la nourriture, le mauvais rapport qualité - prix. Ne perdez pas votre temps et votre argent, ce n'est pas la peine de. . .",1
Nous sommes allés là-bas pendant le déjeuner avec quelques amis. Je dois dire que c'est un f les meilleurs restaurants que je connaisse. J'ai adoré la nourriture et le service.,5
"Nous sommes allés là-bas à minuit pour une verre de vin. Après 15 minutes d'attente, nous sommes allés à demander le serveur s'il était également possible de commander, et après avoir parcouru 20 minutes sans boissons sommes que passés. Il n'y avait que 5 tables...occupées, c'est inacceptable. En particulier parce que le serveur était aller se détendre et discuter avec des personnes qui semblaient être des amis, plutôt qu'à servir les tables. La musique était tellement forte que je pense que cet hôtel a un night-club et ce n'était pas un café. Nous sommes allés au qui se trouvait juste à côté, bien plus agréable.",1
"J'ai déjeuné là-bas pendant les vacances de Pâques et c'était génial. La fondue au fromage était délicieuse, c'est un endroit formidable pour partager les plats. La fondue est servi avec pain et pommes de terre (assez aléatoire), mais ils ont tous deux travaillé. Le restaurant...semblait avoir beaucoup plus de monde que d'autres restaurants, et c'est la raison pour laquelle nous avons choisi cet hôtel. Pas l'endroit le moins cher dans le quartier mais la cuisine en valait la peine. Le service était correct. Les boissons étaient très chères, mais c'est partout pareil.",3
"L'un des nombreux restaurants de Saint-Séverin mais toujours bonne nourriture. J'ai essayé le petit-déjeuner, le déjeuner et le dîner y sur différents jours - même s'il n'est pas le moins cher dans la rue était toujours un bon rapport qualité/prix.",4
Il y avait un petit déjeuner tardif ici. Ils ont été très accommodants. Des œufs et du pain. serveur amical. visité celle au Trocadéro.,4
"J'ai visité ce restaurant à deux reprises durant mon séjour à Paris pour le petit déjeuner et c'était magnifique !  Ils servent le meilleur chocolat chaud que j'aie jamais goûté et les croissants sont tout aussi bien.  Je vous recommande fortement de prendre une boisson...chaude, jus (qui est du jus d'orange pressé), d'orange, croissant, pain, oeufs et bacon, qui était très bon rapport qualité/prix pour 12.50€.",4
"Quelle différence en quelques mois ! Après avoir lu les commentaires sur Tripadvisor j'ai dû vérifier c'était au même endroit. Ma famille a vraiment apprécié le déjeuner détente de l'hôtel Le St Séverin Paris sur une journée pluvieuse. Les serveurs étaient très aimables, l'atmosphère chaleureuse...et confortable, la nourriture très bonne. J'ai vraiment apprécié le 18€ menu dont escargots, boeuf bourguignon et la mousse au chocolat. Ma famille a vraiment apprécié leurs enjeux et desserts.",4
nuit horrible. 20 minutes pour être servi et ils m'ont dit raclete est pas possible parce que j'ai une petite table. Juste laughing😀,1
"Cet endroit nous a proposé de loin la pire expérience de restauration que mon mari et moi avons passé lors de notre dernier voyage, et c'est peu dire quelque chose que nos vacances a duré deux semaines. Le personnel est extrêmement désagréables et incompétents, et...la nourriture est à peine médiocre. Il y a tellement de choix, même sur la même rue que cet établissement, qu'il devrait y avoir aucune raison de passer du temps et de l'argent ici. Mais il ne faut pas faire cela; vous serez désolé.",1
"J'ai essayé les huîtres plat dans ce restaurant. C'était vraiment bien, même si elle n'a pas correspondent à ceux que j'ai mangé à Anvers. Cependant, dans l'ensemble, l'expérience du restaurant était bon. Bonne ambiance, un bon service et des prix raisonnables.",4
"Nous avons 2 petites bouteilles d'eau et un cappuccino pour €12 euros ... Assez cher, mais la situation est très agréable et c'est Paris. Le service était lent mais il y a beaucoup de tables et le personnel y travaille dur. Les gens autour de...nous qui mangeaient semblait apprécier leur nourriture mais je suis sûr que c'était horriblement cher. Le quartier Latin avec son abondance de petits restaurants est pas loin. prendre un verre à la Saint Séverin et profitez de la magnifique église et la belle terrasse.",4
